Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1658,63,Male,Watch,Clothing,211,Mumbai,L,Black,Spring,4.3,Yes,Standard,No,Yes,33,UPI,Quarterly
1659,61,Female,Watch,Clothing,415,Bangalore,L,Red,Spring,2.2,Yes,Next Day,No,No,21,Card,Monthly
1660,31,Male,Bag,Accessories,433,Delhi,S,Blue,Spring,4.8,No,Next Day,No,No,8,UPI,Quarterly
1661,50,Male,Shirt,Accessories,125,Delhi,XL,White,Summer,4,Yes,Express,Yes,Yes,3,UPI,Quarterly
1662,49,Male,Shoes,Accessories,259,Lucknow,S,White,Winter,2,No,Standard,No,No,14,Card,Weekly
1663,27,Female,Bag,Clothing,173,Lucknow,L,Red,Winter,4.9,No,Standard,Yes,No,0,UPI,Weekly
1664,46,Male,Jeans,Footwear,263,Mumbai,L,Red,Spring,3,No,Express,Yes,Yes,9,Cash,Monthly
1665,45,Male,Shirt,Accessories,195,Mumbai,S,Black,Summer,3.1,No,Express,Yes,No,27,UPI,Monthly
1666,38,Female,Shoes,Accessories,12,Bangalore,M,White,Winter,4.6,No,Express,No,No,39,UPI,Quarterly
1667,57,Male,Watch,Clothing,463,Lucknow,S,Red,Autumn,4.7,No,Standard,No,No,25,Net Banking,Monthly
1668,53,Male,Shoes,Footwear,322,Mumbai,M,Blue,Winter,3.8,No,Express,Yes,Yes,36,UPI,Quarterly
1669,45,Male,Jeans,Accessories,236,Delhi,L,Black,Summer,4.9,No,Express,No,Yes,3,Net Banking,Quarterly
1670,55,Male,Jeans,Clothing,62,Mumbai,M,Red,Spring,2.3,Yes,Express,Yes,No,15,Cash,Quarterly
1671,57,Female,Shoes,Clothing,44,Mumbai,L,Blue,Spring,1.9,No,Standard,Yes,No,32,Cash,Quarterly
1672,47,Female,Watch,Accessories,244,Bangalore,XL,Red,Autumn,1.1,Yes,Express,Yes,No,2,UPI,Weekly
1673,31,Male,Watch,Clothing,328,Delhi,S,Blue,Spring,2.4,Yes,Next Day,Yes,Yes,29,Net Banking,Quarterly
1674,57,Female,Watch,Footwear,137,Bangalore,M,Black,Summer,3.4,No,Express,No,Yes,8,UPI,Quarterly
1675,55,Female,Shirt,Footwear,374,Delhi,S,Blue,Summer,2.2,No,Standard,Yes,No,20,Cash,Quarterly
1676,69,Female,Shirt,Footwear,202,Lucknow,L,White,Winter,3.3,Yes,Next Day,Yes,Yes,31,Card,Weekly
1677,25,Female,Shoes,Accessories,15,Bangalore,S,White,Winter,1.2,Yes,Standard,No,No,49,UPI,Quarterly
1678,39,Female,Shirt,Accessories,273,Delhi,XL,Blue,Summer,2.4,Yes,Next Day,Yes,Yes,4,Cash,Weekly
1679,66,Male,Shoes,Accessories,98,Lucknow,M,White,Autumn,4,No,Standard,Yes,Yes,27,Net Banking,Quarterly
1680,44,Male,Watch,Accessories,17,Bangalore,L,Black,Summer,1.4,No,Standard,No,No,26,Net Banking,Monthly
1681,67,Female,Bag,Accessories,73,Bangalore,S,White,Winter,3.9,Yes,Express,Yes,Yes,3,Card,Quarterly
1682,18,Female,Shoes,Accessories,149,Delhi,M,White,Summer,4.1,Yes,Next Day,Yes,Yes,30,Card,Monthly
1683,19,Female,Shirt,Footwear,262,Delhi,S,Black,Autumn,3.3,No,Express,No,No,3,Net Banking,Weekly
1684,59,Male,Shoes,Clothing,494,Lucknow,L,Red,Winter,4.5,No,Standard,No,Yes,34,Net Banking,Monthly
1685,36,Male,Bag,Clothing,116,Mumbai,S,Blue,Spring,4.8,No,Next Day,No,No,10,Card,Monthly
1686,45,Female,Watch,Footwear,38,Bangalore,S,White,Spring,1.1,Yes,Standard,Yes,No,6,Net Banking,Monthly
1687,40,Male,Shoes,Footwear,103,Lucknow,L,Black,Summer,3.7,No,Express,Yes,Yes,3,Net Banking,Monthly
1688,39,Female,Shoes,Footwear,166,Mumbai,L,White,Winter,1.9,Yes,Standard,Yes,Yes,22,Net Banking,Quarterly
1689,66,Female,Bag,Accessories,110,Mumbai,M,White,Autumn,2.6,Yes,Next Day,Yes,No,11,Card,Monthly
1690,22,Female,Shirt,Accessories,167,Lucknow,M,Blue,Spring,3.5,Yes,Express,No,Yes,23,Net Banking,Weekly
1691,58,Male,Shoes,Clothing,484,Delhi,M,Blue,Summer,3.8,Yes,Standard,No,Yes,44,UPI,Weekly
1692,64,Female,Shirt,Clothing,195,Mumbai,XL,Red,Autumn,4.4,Yes,Express,Yes,No,41,Cash,Weekly
1693,52,Female,Bag,Footwear,321,Lucknow,M,Black,Winter,3.8,No,Standard,No,Yes,37,UPI,Weekly
1694,38,Female,Bag,Accessories,345,Delhi,XL,White,Summer,4.1,No,Express,No,No,23,Card,Quarterly
1695,26,Female,Bag,Accessories,73,Mumbai,S,Black,Spring,3.4,No,Express,No,Yes,5,Cash,Quarterly
1696,53,Male,Watch,Clothing,131,Mumbai,S,Black,Spring,1.5,No,Next Day,Yes,No,20,Card,Quarterly
1697,42,Female,Shoes,Accessories,213,Delhi,M,Red,Spring,1.1,No,Next Day,No,No,1,UPI,Monthly
1698,25,Female,Jeans,Footwear,235,Delhi,S,Blue,Spring,3.1,Yes,Express,No,Yes,6,Card,Quarterly
1699,36,Female,Jeans,Accessories,16,Mumbai,L,Black,Summer,3.9,Yes,Standard,No,Yes,15,Net Banking,Monthly
1700,68,Female,Shirt,Accessories,325,Lucknow,M,White,Summer,1.4,Yes,Standard,Yes,No,34,UPI,Weekly
1701,31,Male,Jeans,Footwear,157,Delhi,M,Black,Summer,2.7,No,Express,No,No,39,Card,Monthly
1702,27,Female,Shirt,Clothing,167,Bangalore,L,Black,Winter,2,No,Express,No,No,30,Net Banking,Monthly
1703,53,Male,Shoes,Clothing,305,Mumbai,S,Red,Summer,3.3,No,Express,Yes,No,12,Cash,Monthly
1704,28,Male,Bag,Accessories,474,Lucknow,M,White,Autumn,2.6,Yes,Next Day,Yes,Yes,35,Card,Quarterly
1705,65,Female,Shirt,Accessories,433,Mumbai,XL,Black,Autumn,1.8,No,Next Day,No,Yes,49,UPI,Quarterly
1706,62,Male,Shoes,Footwear,490,Lucknow,L,Blue,Spring,1,Yes,Express,No,No,32,Cash,Weekly
1707,69,Male,Shirt,Clothing,212,Mumbai,L,White,Winter,2.3,Yes,Standard,No,No,38,Net Banking,Weekly
1708,65,Female,Bag,Clothing,68,Lucknow,L,White,Summer,3.1,Yes,Express,Yes,Yes,43,Net Banking,Monthly
1709,30,Female,Jeans,Accessories,115,Lucknow,M,Black,Winter,4.7,No,Standard,No,Yes,35,Net Banking,Weekly
1710,29,Male,Jeans,Accessories,178,Mumbai,XL,Red,Spring,1.9,No,Express,No,Yes,43,Card,Monthly
1711,35,Male,Shoes,Footwear,157,Bangalore,XL,White,Winter,3,No,Express,No,Yes,14,UPI,Quarterly
1712,42,Male,Bag,Accessories,111,Delhi,M,Red,Autumn,3.3,Yes,Express,Yes,No,15,Card,Monthly
1713,63,Female,Bag,Accessories,83,Mumbai,XL,Red,Spring,3.6,No,Express,Yes,Yes,8,UPI,Quarterly
1714,56,Male,Bag,Clothing,101,Mumbai,S,White,Winter,2.3,Yes,Standard,Yes,Yes,9,UPI,Weekly
1715,51,Female,Watch,Accessories,332,Lucknow,M,Blue,Autumn,1.4,Yes,Standard,Yes,Yes,27,UPI,Quarterly
1716,63,Female,Jeans,Accessories,250,Lucknow,M,Black,Winter,4.7,No,Next Day,No,No,46,Card,Weekly
1717,51,Female,Bag,Accessories,28,Lucknow,L,Red,Spring,4.8,No,Express,No,Yes,11,UPI,Weekly
1718,37,Male,Shirt,Accessories,286,Lucknow,L,Red,Winter,2.8,No,Standard,Yes,Yes,35,UPI,Weekly
1719,39,Female,Jeans,Accessories,422,Lucknow,M,White,Winter,3.3,Yes,Next Day,No,No,3,Net Banking,Quarterly
1720,44,Male,Jeans,Clothing,218,Lucknow,M,White,Summer,1.1,No,Standard,No,Yes,48,UPI,Monthly
1721,22,Male,Shoes,Clothing,166,Bangalore,L,Blue,Summer,1.2,Yes,Express,No,Yes,26,Card,Quarterly
1722,56,Male,Bag,Clothing,143,Delhi,M,White,Summer,1.3,No,Next Day,No,Yes,24,Cash,Weekly
1723,51,Male,Jeans,Accessories,195,Lucknow,M,Black,Summer,4,Yes,Express,Yes,Yes,17,UPI,Monthly
1724,56,Female,Bag,Footwear,146,Delhi,M,White,Winter,1.9,No,Next Day,Yes,Yes,48,Card,Monthly
1725,45,Male,Bag,Footwear,462,Delhi,XL,Black,Winter,1.7,Yes,Express,No,No,20,Cash,Weekly
1726,58,Female,Jeans,Clothing,496,Lucknow,L,Red,Spring,1,No,Express,No,No,6,Cash,Monthly
1727,67,Male,Jeans,Clothing,178,Delhi,S,Red,Spring,1.1,No,Express,No,No,28,UPI,Monthly
1728,47,Male,Bag,Accessories,462,Delhi,XL,Red,Spring,2.6,No,Express,Yes,No,29,Card,Weekly
1729,41,Male,Shirt,Clothing,428,Bangalore,L,White,Autumn,3.2,Yes,Express,Yes,Yes,37,UPI,Monthly
1730,23,Male,Bag,Accessories,47,Bangalore,M,Red,Summer,3.3,Yes,Next Day,No,No,24,UPI,Weekly
1731,58,Male,Watch,Accessories,250,Delhi,L,Black,Winter,2.8,Yes,Next Day,No,Yes,13,Net Banking,Quarterly
1732,65,Female,Shoes,Footwear,331,Mumbai,S,Red,Winter,2.8,Yes,Express,Yes,Yes,0,Card,Weekly
1733,54,Female,Bag,Accessories,216,Delhi,S,Blue,Spring,4,No,Express,Yes,No,49,Card,Weekly
1734,63,Male,Watch,Footwear,233,Mumbai,M,Red,Autumn,2.2,No,Express,Yes,Yes,9,Net Banking,Quarterly
1735,62,Female,Shirt,Accessories,252,Delhi,XL,Blue,Winter,2,Yes,Next Day,Yes,No,17,Net Banking,Weekly
1736,59,Female,Bag,Footwear,347,Bangalore,M,Black,Winter,4.4,No,Express,No,Yes,7,Cash,Weekly
1737,44,Male,Watch,Accessories,153,Mumbai,M,Red,Autumn,3.8,No,Express,Yes,Yes,11,UPI,Monthly
1738,23,Male,Shoes,Accessories,302,Lucknow,XL,Black,Summer,2.9,Yes,Express,No,Yes,3,Card,Monthly
1739,18,Male,Bag,Accessories,129,Delhi,XL,Blue,Winter,2.1,No,Express,Yes,Yes,17,Net Banking,Monthly
1740,28,Female,Watch,Accessories,445,Lucknow,M,Red,Summer,1.5,No,Express,No,Yes,47,Cash,Monthly
1741,40,Female,Shirt,Footwear,51,Lucknow,S,White,Winter,1.1,Yes,Next Day,No,No,11,UPI,Weekly
1742,56,Male,Watch,Accessories,42,Mumbai,L,Blue,Summer,4.4,No,Next Day,No,Yes,48,UPI,Weekly
1743,41,Female,Shoes,Clothing,28,Bangalore,L,Blue,Winter,3.4,No,Standard,Yes,Yes,31,Card,Weekly
1744,19,Female,Shoes,Accessories,181,Mumbai,XL,Blue,Winter,1.2,Yes,Standard,Yes,Yes,44,Net Banking,Quarterly
1745,28,Female,Watch,Accessories,307,Bangalore,XL,Red,Autumn,1.6,Yes,Next Day,Yes,No,31,Card,Weekly
1746,68,Male,Shirt,Accessories,492,Lucknow,L,Black,Spring,2.1,No,Standard,Yes,No,49,Net Banking,Monthly
1747,69,Female,Shirt,Clothing,232,Bangalore,S,Red,Spring,2.1,No,Express,Yes,No,27,Card,Weekly
1748,37,Female,Bag,Clothing,99,Bangalore,S,White,Winter,3.2,Yes,Express,Yes,Yes,41,Card,Monthly
1749,59,Female,Jeans,Clothing,190,Lucknow,L,Black,Winter,2.6,Yes,Standard,Yes,Yes,1,Card,Weekly
1750,55,Female,Shirt,Accessories,72,Mumbai,L,White,Autumn,4.5,No,Express,No,Yes,46,UPI,Weekly
1751,66,Female,Watch,Clothing,241,Delhi,M,Red,Winter,3.9,Yes,Express,No,No,0,Card,Weekly
1752,64,Female,Shirt,Accessories,367,Bangalore,M,Red,Winter,4.6,No,Next Day,Yes,Yes,9,UPI,Weekly
1753,50,Male,Bag,Clothing,27,Bangalore,L,Red,Summer,4.5,Yes,Next Day,No,No,36,Net Banking,Weekly
1754,38,Male,Bag,Clothing,390,Delhi,M,White,Winter,4.7,No,Next Day,No,No,12,Cash,Weekly
1755,50,Male,Bag,Clothing,121,Bangalore,S,Red,Winter,4.9,Yes,Express,No,Yes,2,UPI,Quarterly
1756,34,Male,Shirt,Clothing,339,Delhi,XL,White,Summer,2.2,No,Next Day,Yes,No,43,Card,Monthly
1757,36,Female,Watch,Clothing,409,Mumbai,M,Blue,Spring,,Yes,Next Day,Yes,No,25,Card,Weekly
1758,49,Female,Shoes,Footwear,390,Lucknow,M,Black,Autumn,1.7,No,Next Day,Yes,Yes,23,Cash,Quarterly
1759,47,Female,Watch,Clothing,338,Bangalore,S,Red,Summer,3.5,Yes,Express,Yes,No,15,UPI,Monthly
1760,48,Female,Watch,Accessories,349,Bangalore,M,Black,Summer,3.7,Yes,Standard,No,No,35,Net Banking,Monthly
1761,38,Male,Bag,Accessories,101,Bangalore,XL,Black,Autumn,1.4,Yes,Express,No,No,15,UPI,Monthly
1762,39,Male,Shoes,Footwear,76,Delhi,S,Black,Winter,4.3,No,Standard,Yes,No,28,UPI,Weekly
1763,18,Female,Watch,Accessories,196,Lucknow,S,Blue,Spring,4.1,No,Standard,Yes,No,6,Cash,Monthly
1764,49,Male,Jeans,Accessories,308,Mumbai,S,Black,Winter,3.5,Yes,Standard,Yes,Yes,15,Net Banking,Weekly
1765,47,Female,Jeans,Footwear,312,Lucknow,S,Red,Summer,2.7,Yes,Express,No,No,1,Net Banking,Quarterly
1766,66,Male,Jeans,Footwear,390,Lucknow,L,Red,Autumn,1.6,No,Next Day,No,Yes,14,Card,Monthly
1767,44,Male,Shoes,Clothing,161,Delhi,M,Black,Winter,3,No,Standard,Yes,Yes,19,UPI,Quarterly
1768,42,Female,Bag,Footwear,434,Bangalore,XL,Blue,Spring,1.6,No,Standard,No,No,37,Net Banking,Weekly
1769,21,Female,Shoes,Accessories,230,Delhi,M,White,Spring,3.4,Yes,Standard,Yes,Yes,41,Net Banking,Weekly
1770,28,Female,Jeans,Clothing,130,Bangalore,L,White,Winter,2.2,No,Standard,Yes,Yes,26,Net Banking,Monthly
1771,35,Male,Jeans,Accessories,370,Mumbai,S,Black,Summer,2,Yes,Express,No,No,46,Card,Weekly
1772,37,Female,Jeans,Footwear,72,Delhi,M,Red,Winter,2.8,Yes,Express,Yes,Yes,17,UPI,Quarterly
1773,36,Female,Shirt,Clothing,208,Bangalore,M,Blue,Summer,3.3,Yes,Express,No,No,24,Net Banking,Weekly
1774,38,Female,Shoes,Clothing,392,Lucknow,S,Blue,Autumn,2.5,Yes,Standard,Yes,No,30,Card,Monthly
1775,57,Male,Watch,Footwear,387,Delhi,M,Red,Autumn,4.9,Yes,Express,No,Yes,8,Cash,Monthly
1776,24,Male,Watch,Accessories,135,Lucknow,M,White,Winter,1,Yes,Express,No,Yes,20,Cash,Weekly
1777,35,Female,Shoes,Clothing,91,Lucknow,M,Red,Autumn,4.7,No,Standard,Yes,Yes,44,Cash,Weekly
1778,26,Male,Shirt,Footwear,25,Bangalore,L,White,Autumn,1,Yes,Next Day,Yes,No,23,Cash,Weekly
1779,34,Female,Shirt,Accessories,53,Lucknow,XL,White,Summer,1.9,No,Standard,Yes,No,46,Card,Weekly
1780,53,Male,Watch,Clothing,414,Mumbai,XL,White,Summer,5,Yes,Standard,No,No,33,Card,Monthly
1781,20,Male,Bag,Clothing,393,Bangalore,S,White,Summer,3.9,No,Standard,Yes,No,8,UPI,Weekly
1782,35,Female,Bag,Accessories,257,Bangalore,L,White,Summer,3.6,Yes,Express,Yes,No,22,Net Banking,Weekly
1783,19,Male,Jeans,Clothing,289,Bangalore,XL,Blue,Winter,3.9,Yes,Express,Yes,No,18,Net Banking,Weekly
1784,67,Male,Shirt,Accessories,170,Lucknow,XL,White,Spring,2.6,No,Standard,No,No,47,Net Banking,Quarterly
1785,55,Female,Watch,Clothing,104,Lucknow,M,White,Autumn,4.1,No,Express,No,Yes,16,Card,Weekly
1786,30,Male,Shoes,Clothing,15,Lucknow,XL,Red,Autumn,1.6,Yes,Standard,No,No,24,Net Banking,Monthly
1787,28,Female,Jeans,Footwear,339,Bangalore,XL,Red,Winter,4.2,No,Next Day,Yes,No,34,Cash,Monthly
1788,23,Male,Jeans,Clothing,27,Lucknow,M,White,Autumn,4.8,No,Standard,No,Yes,48,UPI,Monthly
1789,42,Female,Bag,Footwear,61,Bangalore,XL,Black,Summer,4.4,Yes,Next Day,Yes,Yes,27,Cash,Quarterly
1790,57,Male,Shoes,Clothing,398,Bangalore,L,Black,Spring,4,Yes,Express,Yes,No,42,UPI,Quarterly
1791,48,Male,Shoes,Accessories,295,Delhi,XL,White,Summer,3.6,Yes,Next Day,Yes,No,5,UPI,Monthly
1792,63,Female,Shirt,Clothing,249,Mumbai,L,Red,Summer,3.1,No,Express,Yes,Yes,44,Card,Weekly
1793,35,Female,Jeans,Accessories,117,Lucknow,XL,Red,Spring,2.6,No,Standard,No,Yes,10,Cash,Quarterly
1794,32,Male,Shirt,Accessories,83,Mumbai,XL,Red,Autumn,4.5,No,Express,Yes,Yes,38,UPI,Weekly
1795,42,Female,Bag,Clothing,238,Bangalore,XL,Red,Summer,3.6,Yes,Express,No,Yes,26,Net Banking,Monthly
1796,28,Male,Bag,Accessories,185,Lucknow,M,Black,Winter,2.7,No,Next Day,No,No,30,Card,Monthly
1797,68,Male,Watch,Footwear,271,Mumbai,L,Blue,Spring,4.1,No,Express,No,No,4,UPI,Quarterly
1798,27,Female,Jeans,Accessories,90,Mumbai,L,Black,Winter,1.2,No,Standard,Yes,No,26,Card,Weekly
1799,42,Female,Bag,Clothing,123,Delhi,XL,Blue,Summer,4.3,Yes,Standard,No,No,4,Card,Weekly
1800,45,Male,Watch,Footwear,65,Delhi,M,Black,Summer,4.2,No,Next Day,Yes,No,27,Cash,Weekly
1801,20,Female,Bag,Clothing,217,Bangalore,M,White,Summer,1.9,No,Standard,No,No,20,Net Banking,Weekly
1802,42,Male,Bag,Clothing,145,Bangalore,L,Blue,Winter,1.2,Yes,Next Day,Yes,Yes,10,Card,Quarterly
1803,41,Male,Shirt,Accessories,119,Mumbai,XL,Red,Autumn,3.9,No,Standard,No,Yes,24,Card,Weekly
1804,31,Male,Shoes,Clothing,279,Mumbai,XL,Black,Spring,1.8,No,Standard,Yes,Yes,10,Card,Quarterly
1805,24,Male,Bag,Clothing,253,Delhi,S,Black,Winter,5,No,Next Day,Yes,No,4,Net Banking,Quarterly
1806,20,Female,Shirt,Footwear,112,Lucknow,XL,Blue,Spring,1,Yes,Express,Yes,No,1,Cash,Weekly
1807,18,Male,Shoes,Accessories,352,Bangalore,XL,White,Summer,1.9,No,Express,No,Yes,17,UPI,Monthly
1808,43,Male,Bag,Footwear,178,Delhi,S,White,Autumn,1.2,No,Standard,No,Yes,37,Cash,Quarterly
1809,22,Female,Bag,Accessories,177,Bangalore,S,Red,Autumn,4.1,No,Standard,Yes,Yes,28,Card,Quarterly
1810,67,Female,Jeans,Accessories,244,Mumbai,S,Red,Summer,3.3,No,Standard,No,Yes,6,Net Banking,Weekly
1811,30,Male,Jeans,Footwear,78,Lucknow,XL,Red,Winter,4.4,No,Standard,Yes,No,22,Card,Quarterly
1812,51,Female,Watch,Clothing,215,Mumbai,XL,Red,Winter,4.9,Yes,Standard,Yes,Yes,29,Cash,Quarterly
1813,53,Male,Shirt,Accessories,295,Lucknow,L,Red,Winter,3.4,No,Express,Yes,No,11,Card,Weekly
1814,43,Female,Bag,Footwear,73,Bangalore,L,Black,Summer,1.9,No,Standard,No,No,6,Card,Monthly
1815,63,Female,Watch,Clothing,286,Delhi,M,Blue,Winter,1.4,No,Express,No,No,12,Cash,Weekly
1816,23,Male,Bag,Footwear,29,Lucknow,XL,White,Spring,4.5,Yes,Next Day,Yes,No,3,Cash,Monthly
1817,30,Male,Bag,Clothing,305,Bangalore,S,Blue,Winter,2,Yes,Standard,No,Yes,12,UPI,Quarterly
1818,31,Female,Bag,Accessories,27,Mumbai,M,Black,Autumn,4.6,No,Next Day,No,No,26,Cash,Quarterly
1819,25,Male,Bag,Footwear,95,Delhi,S,Red,Autumn,4.5,No,Express,Yes,No,40,Net Banking,Quarterly
1820,33,Male,Bag,Clothing,181,Mumbai,XL,Blue,Spring,3.5,No,Express,No,No,43,UPI,Weekly
1821,34,Female,Shirt,Footwear,311,Bangalore,L,Red,Winter,3.4,No,Next Day,Yes,Yes,33,Net Banking,Quarterly
1822,57,Male,Bag,Clothing,362,Delhi,L,Red,Summer,4.8,No,Next Day,Yes,Yes,17,Card,Quarterly
1823,33,Female,Shoes,Clothing,239,Mumbai,XL,Red,Autumn,4,Yes,Next Day,No,No,46,Net Banking,Monthly
1824,63,Female,Watch,Accessories,74,Bangalore,S,White,Spring,3.7,No,Next Day,No,Yes,45,Net Banking,Weekly
1825,58,Male,Jeans,Accessories,199,Bangalore,XL,Red,Winter,2.7,Yes,Standard,Yes,No,17,UPI,Weekly
1826,64,Male,Bag,Footwear,395,Lucknow,S,White,Summer,2.9,Yes,Express,Yes,Yes,0,Card,Quarterly
1827,23,Female,Shoes,Footwear,54,Delhi,XL,Black,Winter,2.6,No,Express,Yes,Yes,21,UPI,Weekly
1828,69,Male,Jeans,Footwear,360,Lucknow,L,White,Winter,4.8,No,Express,Yes,Yes,23,UPI,Weekly
1829,49,Male,Watch,Accessories,199,Mumbai,XL,Blue,Autumn,3.6,No,Next Day,Yes,Yes,33,Cash,Weekly
1830,69,Male,Bag,Clothing,11,Delhi,S,Red,Spring,4.1,No,Express,Yes,No,7,Card,Weekly
1831,36,Female,Shirt,Footwear,350,Lucknow,XL,Black,Summer,1.1,Yes,Express,No,No,27,Card,Quarterly
1832,67,Male,Shirt,Accessories,23,Bangalore,XL,Red,Autumn,4.4,Yes,Next Day,No,Yes,15,Net Banking,Weekly
1833,48,Female,Shoes,Clothing,191,Bangalore,S,Black,Autumn,2.7,Yes,Next Day,No,No,24,Net Banking,Quarterly
1834,21,Male,Shoes,Footwear,105,Mumbai,L,Red,Autumn,3.9,Yes,Next Day,No,No,1,Cash,Monthly
1835,39,Female,Watch,Accessories,296,Lucknow,XL,Black,Spring,1.2,Yes,Express,No,Yes,26,Net Banking,Monthly
1836,25,Female,Bag,Accessories,37,Delhi,M,Black,Autumn,4.6,Yes,Standard,No,Yes,1,Net Banking,Monthly
1837,66,Male,Jeans,Accessories,54,Delhi,M,Black,Spring,3.6,No,Next Day,No,Yes,42,Net Banking,Quarterly
1838,33,Female,Bag,Footwear,270,Delhi,M,Blue,Summer,2.8,No,Next Day,No,Yes,35,Net Banking,Monthly
1839,29,Male,Jeans,Clothing,497,Bangalore,L,White,Spring,2.2,Yes,Standard,Yes,Yes,46,Card,Weekly
1840,46,Male,Bag,Accessories,29,Delhi,XL,White,Autumn,2.2,No,Standard,Yes,No,32,Net Banking,Quarterly
1841,40,Female,Shoes,Clothing,235,Lucknow,L,Black,Autumn,2.2,Yes,Express,Yes,Yes,48,Net Banking,Weekly
1842,23,Female,Watch,Accessories,403,Delhi,L,White,Winter,1.5,Yes,Standard,No,No,10,Card,Monthly
1843,60,Female,Bag,Clothing,152,Bangalore,XL,Red,Summer,2.9,No,Express,No,No,0,Card,Quarterly
1844,61,Male,Shoes,Accessories,251,Lucknow,XL,Blue,Spring,2.8,Yes,Express,Yes,Yes,45,UPI,Monthly
1845,56,Male,Bag,Footwear,420,Lucknow,M,White,Spring,2.6,Yes,Standard,No,Yes,32,Net Banking,Monthly
1846,50,Male,Watch,Accessories,366,Mumbai,XL,Black,Winter,3.8,Yes,Next Day,Yes,No,34,Net Banking,Weekly
1847,38,Male,Shoes,Footwear,153,Delhi,M,Black,Winter,2.7,No,Standard,Yes,No,14,Cash,Quarterly
1848,46,Male,Watch,Footwear,377,Lucknow,L,Black,Spring,1.4,Yes,Standard,No,No,16,Net Banking,Monthly
1849,45,Female,Jeans,Clothing,341,Mumbai,M,Black,Autumn,4.4,No,Next Day,Yes,No,33,Card,Quarterly
1850,26,Male,Bag,Accessories,258,Lucknow,XL,Blue,Summer,2.7,Yes,Standard,No,Yes,20,Net Banking,Quarterly
1851,22,Female,Shoes,Accessories,226,Delhi,L,Black,Summer,3.6,No,Standard,Yes,Yes,3,Net Banking,Monthly
1852,31,Male,Bag,Accessories,463,Bangalore,L,Black,Autumn,4.7,No,Next Day,No,Yes,14,Net Banking,Monthly
1853,41,Male,Jeans,Footwear,438,Delhi,M,Blue,Winter,4.1,Yes,Next Day,Yes,No,19,UPI,Monthly
1854,26,Male,Shirt,Accessories,495,Mumbai,L,Red,Spring,3.2,Yes,Standard,No,No,41,Cash,Monthly
1855,23,Male,Jeans,Clothing,340,Delhi,XL,White,Winter,3.2,Yes,Standard,No,No,17,UPI,Weekly
1856,62,Male,Bag,Accessories,186,Lucknow,M,Black,Spring,4.4,No,Next Day,Yes,Yes,24,UPI,Monthly
1857,37,Male,Jeans,Clothing,63,Bangalore,XL,Red,Autumn,4.3,No,Express,No,No,29,Net Banking,Monthly
1858,48,Female,Watch,Accessories,71,Delhi,M,Black,Spring,1.7,Yes,Express,No,Yes,6,Cash,Weekly
1859,45,Female,Watch,Accessories,476,Mumbai,S,White,Spring,3.5,No,Express,No,No,29,Net Banking,Weekly
1860,56,Male,Jeans,Footwear,187,Mumbai,L,Blue,Spring,4.5,No,Express,Yes,Yes,10,UPI,Monthly
1861,56,Male,Shirt,Clothing,64,Bangalore,L,White,Winter,4.2,No,Next Day,Yes,No,43,Card,Weekly
1862,33,Male,Bag,Accessories,119,Mumbai,M,White,Autumn,1.5,Yes,Standard,No,No,14,Card,Weekly
1863,62,Male,Shirt,Clothing,20,Mumbai,L,Blue,Autumn,2.7,Yes,Standard,No,No,15,Cash,Quarterly
1864,37,Male,Shoes,Accessories,270,Lucknow,L,Blue,Spring,3.1,Yes,Next Day,Yes,No,20,UPI,Quarterly
1865,61,Male,Shirt,Accessories,299,Bangalore,XL,Blue,Winter,2,No,Standard,Yes,Yes,18,UPI,Weekly
1866,39,Female,Watch,Accessories,195,Lucknow,XL,Blue,Winter,3.7,Yes,Next Day,No,Yes,29,Card,Weekly
1867,23,Male,Watch,Clothing,374,Lucknow,XL,Blue,Summer,2.9,Yes,Express,Yes,Yes,36,Net Banking,Monthly
1868,57,Male,Watch,Clothing,245,Lucknow,M,Red,Winter,2.2,No,Standard,No,No,48,Card,Weekly
1869,19,Male,Shirt,Accessories,480,Lucknow,S,Blue,Spring,2.3,No,Express,No,No,44,Cash,Quarterly
1870,58,Female,Shoes,Accessories,383,Bangalore,S,White,Summer,4.4,No,Express,Yes,No,13,UPI,Weekly
1871,20,Male,Watch,Clothing,46,Bangalore,L,Blue,Spring,4.5,Yes,Express,Yes,Yes,30,Net Banking,Monthly
1872,28,Male,Jeans,Accessories,144,Bangalore,L,Blue,Spring,4.2,Yes,Next Day,Yes,Yes,16,Cash,Monthly
1873,49,Male,Jeans,Clothing,379,Delhi,L,Blue,Winter,4.7,Yes,Standard,No,Yes,40,Card,Monthly
1874,66,Male,Shirt,Accessories,273,Lucknow,S,Red,Summer,4.8,No,Standard,Yes,No,1,Cash,Quarterly
1875,39,Male,Bag,Accessories,379,Bangalore,L,Black,Autumn,,No,Express,No,No,49,Card,Weekly
1876,24,Female,Shirt,Footwear,174,Lucknow,XL,Blue,Winter,1.4,No,Express,Yes,No,18,Cash,Quarterly
1877,30,Male,Jeans,Footwear,28,Bangalore,L,Blue,Winter,4.2,No,Next Day,Yes,No,37,Card,Quarterly
